type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,0dfaf8be-9130-467a-ac7f-1c93d2dafb93,00:40:01.391,"[51.2, 51.7]",,,
Pressure,Bayer Leverkusen,Yussuf Yurary Poulsen,Center Forward,5536.0,,a4661912-3568-4f07-91d4-1d8c2e6708c1,00:40:01.590,"[63.8, 26.0]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Edmond Fayçal Tapsoba,34d8f24d-f8eb-49d1-a3a5-8349855d6136,00:40:01.989,"[49.7, 50.9]","[48.0, 35.7]",15.29477,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,76b16e23-e7fa-4fe3-9e5b-45614e42c6bb,00:40:02.924,"[48.0, 35.7]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,d4d0b72c-9fd1-4e5f-8a4e-89451f13838b,00:40:02.924,"[48.0, 35.7]",,,
Pressure,Bayer Leverkusen,Fabio Carvalho,Left Defensive Midfield,74659.0,,fca92b88-1c95-4703-9de1-ab88b5dbe5b0,00:40:04.273,"[67.0, 41.0]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Robert Andrich,b8f682f6-92e0-4824-82c9-cc4cff4248ae,00:40:04.813,"[51.8, 40.6]","[71.5, 48.7]",21.300234,
Ball Receipt*,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,,46af54f3-4389-4dad-83ac-d50d6627ab4d,00:40:05.974,"[71.5, 48.7]",,,
Carry,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,,d4d8146d-4817-4bef-8809-7ca11e60e7dd,00:40:05.974,"[71.5, 48.7]",,,
Miscontrol,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,,c2f51b37-b10c-49af-a790-83b4633d359c,00:40:06.014,"[72.1, 48.9]",,,
Ball Recovery,RB Leipzig,David Raum,Left Wing Back,12034.0,,a56fda72-b108-4559-8292-b63798023d3e,00:40:09.406,"[27.4, 20.7]",,,
Carry,RB Leipzig,David Raum,Left Wing Back,12034.0,,cc3b55b5-151c-458b-8ff6-cf6b4bc0ccd3,00:40:09.406,"[27.4, 20.7]",,,
Pass,RB Leipzig,David Raum,Left Wing Back,12034.0,Mohamed Simakan,2ddec1df-141e-4a69-a2c9-0f364cf4f63f,00:40:12.423,"[32.1, 19.4]","[39.2, 35.7]",17.779202,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,06e07a11-3af5-47af-a589-dcb15d7ea685,00:40:13.535,"[39.2, 35.7]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,f4991dc3-9b9a-49a8-b0f7-be4258c09a29,00:40:13.535,"[39.2, 35.7]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Daniel Olmo Carvajal,6d9e90c0-597d-44da-b81c-10080bb9354b,00:40:15.340,"[39.8, 38.0]","[62.9, 60.7]",32.386726,
Ball Receipt*,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,2c96a15f-8b35-4cee-b4ed-8916fe599802,00:40:16.864,"[62.9, 60.7]",,,
Carry,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,b6478e9d-5503-4648-b40c-a9da54fd2117,00:40:16.864,"[62.9, 60.7]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,Willi Orban,49a8b6a4-1b39-4444-8c0c-2fc9b57f5002,00:40:21.424,"[67.0, 67.7]","[55.9, 63.9]",11.732433,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,b075cb90-4ed5-42e0-bece-fc768716f926,00:40:22.774,"[55.9, 63.9]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,6cb66840-9423-4b33-a6cd-83258e25cb2a,00:40:22.774,"[55.9, 63.9]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Mohamed Simakan,950e64ed-9e83-4ce7-9de1-0a46674efb92,00:40:23.793,"[56.7, 62.4]","[52.0, 45.7]",17.348776,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,0ca3a168-c634-45df-a3f8-c825a1bee1f1,00:40:24.632,"[52.0, 45.7]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,cc917ab4-bcc8-4cd5-b943-042ad375ed68,00:40:24.632,"[52.0, 45.7]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Junior Castello Lukeba,aeed2fea-5716-4a95-bd41-b67ec35fb991,00:40:26.361,"[53.5, 40.4]","[65.1, 17.3]",25.848984,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,78a0b5c5-679c-4472-8094-04057612f803,00:40:27.921,"[65.1, 17.3]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,e1733612-16b4-4e1a-97bf-5273dd817bbf,00:40:27.921,"[65.1, 17.3]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,Fabio Carvalho,2a678a25-709e-4312-8514-658810d6301a,00:40:30.207,"[76.9, 10.8]","[84.3, 18.8]",10.897706,
Ball Receipt*,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,99176042-4b26-468e-9482-74ac500aa810,00:40:30.844,"[84.3, 18.8]",,,
Carry,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,78feb363-8397-4150-9e4a-89a1101328f8,00:40:30.844,"[84.3, 18.8]",,,
Pressure,RB Leipzig,Robert Andrich,Center Defensive Midfield,9195.0,,064a083c-66ff-4d81-86b7-fcbbe7d3ef69,00:40:30.867,"[36.0, 62.4]",,,
Pass,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,Junior Castello Lukeba,1fd384f3-8ee7-4c69-b50f-3deee78ac884,00:40:31.851,"[80.3, 16.8]","[60.8, 1.4]",24.847736,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,71de3156-3fd1-4486-a738-780cce38f29e,00:40:35.327,"[60.8, 1.4]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,8aff73b4-9f85-4903-a0be-68fb6bd61d80,00:40:35.327,"[60.8, 1.4]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,Janis Blaswich,cecc20a7-c3e4-495d-bfe4-ecdf98e1195f,00:40:36.797,"[49.7, 2.9]","[34.3, 18.1]",21.63793,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,fa1a30d9-3ac8-47e9-8de9-14839d84d238,00:40:38.595,"[34.3, 18.1]",,,
Carry,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,8db30c5d-91cf-406b-9b96-ccfdd223278f,00:40:38.595,"[34.3, 18.1]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Mohamed Simakan,f96cbf41-4c32-4dac-bf9d-dde303c25897,00:40:40.413,"[33.6, 23.2]","[39.4, 41.2]",18.911373,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,db0e1c8d-bc26-4f68-a729-52ac708bf06c,00:40:41.420,"[39.4, 41.2]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,0c9bc11e-843b-472a-8e8e-e331533102fa,00:40:41.420,"[39.4, 41.2]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Emil Peter Forsberg,55c637fe-fdbc-46f1-b637-1d2792ab4738,00:40:43.133,"[41.3, 42.1]","[62.1, 24.3]",27.376633,
Ball Receipt*,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,25c18e18-995f-46c4-a8a1-16217c9c77b7,00:40:44.491,"[62.1, 24.3]",,,
Carry,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,9569b196-9c46-4c97-a3e5-36583904ef2f,00:40:44.491,"[62.1, 24.3]",,,
Pass,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,David Raum,ed606f57-102e-4ae9-af22-6ab1fb9245b8,00:40:46.740,"[70.2, 16.4]","[95.5, 5.7]",27.46962,
Ball Receipt*,RB Leipzig,David Raum,Left Wing Back,12034.0,,34651d59-7483-4c2d-9015-1870f0dc0ed8,00:40:48.420,"[95.5, 5.7]",,,
Carry,RB Leipzig,David Raum,Left Wing Back,12034.0,,2e615ac6-35a1-4ef3-b6a6-634ad066bde0,00:40:48.420,"[95.5, 5.7]",,,
Pass,RB Leipzig,David Raum,Left Wing Back,12034.0,Yussuf Yurary Poulsen,6b58fb46-d7d9-403f-9a8e-fa19e98c7669,00:40:50.393,"[108.3, 4.0]","[114.6, 35.6]",32.221886,
Ball Receipt*,RB Leipzig,Yussuf Yurary Poulsen,Center Forward,5536.0,,2d7b6cb7-2937-408b-b0dc-20251974e542,00:40:51.621,"[114.6, 35.6]",,,
Shot,RB Leipzig,Yussuf Yurary Poulsen,Center Forward,5536.0,,45109121-17a9-407d-ba6c-f4e3664b8e62,00:40:51.621,"[114.6, 35.6]",,,
Goal Keeper,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,a3c41fde-26df-41f4-adf6-936439ce7114,00:40:51.688,"[3.6, 43.8]",,,
Ball Recovery,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,c5645078-edf5-453d-87f0-e072ef30fd36,00:40:52.651,"[111.1, 29.9]",,,
Duel,RB Leipzig,Odilon Kossonou,Right Center Back,27133.0,,df38d3a7-e37d-42cc-9ae5-7814c82b4b9d,00:40:52.851,"[8.4, 49.6]",,,
Shot,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,44378e53-55e4-4c39-ac5b-94ef6e4e7e8f,00:40:52.851,"[111.7, 30.5]",,,
Goal Keeper,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,fb7866fb-ec9a-457e-9915-c7949d531f3b,00:40:53.665,"[4.6, 43.8]",,,
Ball Recovery,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,cc22716e-198c-4028-919f-bce64c522015,00:40:54.291,"[5.8, 38.7]",,,
Carry,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,d2a753aa-79a1-4961-a2ae-272d3cf61d4e,00:40:54.291,"[5.8, 38.7]",,,
Pass,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,646ec98f-cef6-4cf7-a2e8-7bd54e21db4b,00:41:12.273,"[13.5, 56.2]","[97.8, 18.8]",92.223915,Incomplete
Goal Keeper,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,d65e9de9-0e22-4294-8599-ce973a2c3c4a,00:41:22.254,"[22.3, 61.3]",,,
Duel,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,51e3dd4a-8c8f-4502-942d-7bed869a1947,00:41:24.304,"[69.8, 61.1]",,,
Pass,RB Leipzig,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,aa159657-303f-469b-bf5f-6995d7849a0f,00:41:24.304,"[50.3, 19.0]","[68.9, 11.7]",19.981241,Incomplete
Ball Recovery,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,c0d93943-5b7a-454b-8d64-5db3aaac6877,00:41:26.396,"[51.2, 68.4]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,09344919-4c02-48a8-ae08-fbe256bf07ac,00:41:26.396,"[51.2, 68.4]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,2947880e-e0d7-466c-80e4-334beb4c0bd9,00:41:27.543,"[50.3, 73.1]","[78.8, 56.2]",33.133972,Incomplete
Ball Recovery,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,82747549-3ddc-4196-997b-6f8a662de896,00:41:29.656,"[41.3, 23.9]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,8b64e3ad-7046-4d3b-bdf4-81a144569fc3,00:41:29.656,"[41.3, 23.9]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Edmond Fayçal Tapsoba,7e9fd846-4b8c-46d8-9a1a-a58e0229c81a,00:41:30.245,"[42.2, 25.0]","[41.5, 10.6]",14.417004,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,f10f6e5d-216f-46e4-bb6a-abbce05d62aa,00:41:31.522,"[41.5, 10.6]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,1076ea4d-77c3-4a86-8fec-bbc97a4e8a9d,00:41:31.522,"[41.5, 10.6]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Victor Okoh Boniface,425e046c-e0bd-4cec-bec9-b3adb9628176,00:41:32.634,"[42.2, 11.7]","[68.5, 9.8]",26.368542,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Left Center Forward,32289.0,,bd0a4c27-4e92-401e-a43b-6c16c7b21f17,00:41:33.874,"[68.5, 9.8]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Left Center Forward,32289.0,,189a857b-ce24-4d9f-b6d8-44d005eed5d4,00:41:33.874,"[68.5, 9.8]",,,
Dribbled Past,Bayer Leverkusen,Willi Orban,Right Center Back,8509.0,,13067509-4c38-4e86-9688-d6931778343f,00:41:35.972,"[43.5, 68.2]",,,
Dribble,Bayer Leverkusen,Victor Okoh Boniface,Left Center Forward,32289.0,,b38928e8-7ef7-4fbd-b097-dab6e3e43df5,00:41:35.972,"[76.6, 11.9]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Left Center Forward,32289.0,,5bdfe54b-a85d-4fdb-9fc1-195c87ad57e4,00:41:35.972,"[76.6, 11.9]",,,
Pressure,Bayer Leverkusen,Junior Castello Lukeba,Left Center Back,40185.0,,8010de91-0335-414d-8c5f-5ef706302c41,00:41:39.680,"[20.4, 45.7]",,,
Shot,Bayer Leverkusen,Victor Okoh Boniface,Left Center Forward,32289.0,,bcea08d2-3377-4014-a452-aec0bed0d80e,00:41:40.000,"[98.6, 31.6]",,,
Goal Keeper,Bayer Leverkusen,Janis Blaswich,Goalkeeper,15155.0,,57b16f48-3f51-46f8-8ba9-79d77c90713e,00:41:40.878,"[3.5, 42.0]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Willi Orban,a2ff721f-2149-478e-be18-2777d6434ef6,00:41:59.831,"[6.0, 44.0]","[24.2, 58.5]",23.269938,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,4f39e229-327e-4b07-aa9f-683fc6dec16d,00:42:02.786,"[24.2, 58.5]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Kevin Kampl,1609d8eb-f142-4bab-8628-cb31bf1395e4,00:42:03.450,"[24.9, 60.0]","[29.6, 54.7]",7.083784,
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,0b66ec93-2f84-4128-8a81-08c8e36ceacf,00:42:04.290,"[29.6, 54.7]",,,
Carry,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,29437dcc-c2ad-4d22-a7a8-5b5aff12d36f,00:42:04.290,"[29.6, 54.7]",,,
Pass,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,Junior Castello Lukeba,25836e65-15d7-497e-8c17-53a16c208ed5,00:42:06.666,"[22.5, 50.8]","[21.9, 21.1]",29.70606,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,663a8701-c5f8-4c09-a286-6fc5d2c77b33,00:42:08.172,"[21.9, 21.1]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,7ed17d20-972d-4b79-9744-b6770c759a7a,00:42:08.172,"[21.9, 21.1]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,David Raum,c4b1e93a-da4e-4d3a-b8a1-393b2157962d,00:42:09.934,"[15.2, 17.5]","[27.9, 2.3]",19.807322,
Ball Receipt*,RB Leipzig,David Raum,Left Wing Back,12034.0,,524dc7cb-3738-449f-ba44-86f709ce66c1,00:42:11.062,"[27.9, 2.3]",,,
Carry,RB Leipzig,David Raum,Left Wing Back,12034.0,,f48b70be-08ca-4f21-8a9c-a4bd4b595811,00:42:11.062,"[27.9, 2.3]",,,
Dribble,RB Leipzig,David Raum,Left Wing Back,12034.0,,12691d9d-0ad4-4aec-bdec-b03b410238cf,00:42:11.789,"[28.9, 2.9]",,,
Duel,RB Leipzig,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,,4b3e7ca0-087b-4fb6-854d-118e7e0565f9,00:42:11.789,"[91.2, 77.2]",,,
Pass,RB Leipzig,David Raum,Left Wing Back,12034.0,Yussuf Yurary Poulsen,ca64b052-aabe-4851-8ddd-1bf98e1382d9,00:42:19.413,"[34.3, 0.1]","[57.2, 26.2]",34.72204,Incomplete
Ball Receipt*,RB Leipzig,Yussuf Yurary Poulsen,Center Forward,5536.0,,8f96aa6a-8be2-44a5-a6b3-c0cdc6ecdd15,00:42:22.029,"[57.0, 25.0]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Granit Xhaka,6a9ffdb0-c4e2-4426-bf57-23b6481511ce,00:42:22.029,"[62.9, 53.9]","[67.6, 53.4]",4.726521,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Center Midfield,3500.0,,a23f83d6-18ff-487c-b0d6-1927f89b8fe2,00:42:23.758,"[67.6, 53.4]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Center Midfield,3500.0,,412f9160-ddbe-4e3e-b320-fa1e59b1c95e,00:42:23.758,"[67.6, 53.4]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Center Midfield,3500.0,Exequiel Alejandro Palacios,e3a77000-301e-4a9f-b138-d6569be8e12e,00:42:23.888,"[67.0, 53.4]","[77.7, 60.9]",13.0667515,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,eef92854-154c-4f82-8c82-9ad3c7e91ffb,00:42:25.269,"[77.7, 60.9]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,e6654a7d-1437-4be0-ab57-13bd8c94ebf1,00:42:25.269,"[77.7, 60.9]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,Jonas Hofmann,d4ae6770-7e15-44a7-bc8e-8274e08b25de,00:42:27.815,"[89.9, 59.6]","[99.5, 59.6]",9.6,Pass Offside
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,,e4f037a9-d133-45fe-8703-128d84144749,00:42:28.425,"[99.5, 59.6]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Janis Blaswich,3e9e2ec8-d2c5-43ad-b0fb-f8e1593a3d0a,00:42:42.151,"[22.5, 21.8]","[14.2, 35.2]",15.762297,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,41e0cefe-d738-4fb8-86a9-09a41a9c05ca,00:42:44.311,"[14.2, 35.2]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Willi Orban,aff0353b-2bd1-4ada-a0a2-a516683fb308,00:42:45.037,"[14.0, 37.2]","[34.5, 57.9]",29.133142,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,f026fbba-69fc-4310-a4be-45c3f7db2bd5,00:42:47.285,"[34.5, 57.9]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,967d09c9-adad-4d9a-ae86-52750d474603,00:42:47.285,"[34.5, 57.9]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Emil Peter Forsberg,c1af28ff-5efa-47b2-9eb1-0789846570d8,00:42:51.845,"[53.3, 66.2]","[67.4, 69.9]",14.57738,
Pressure,RB Leipzig,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,420d93a3-c845-4974-a2f2-b09d58860b30,00:42:52.690,"[52.2, 10.2]",,,
Ball Receipt*,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,563c37f6-be31-433c-b78b-ea20036a1137,00:42:52.878,"[67.4, 69.9]",,,
Carry,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,b9c6255c-c27b-4a38-910e-f47536e5ba98,00:42:52.878,"[67.4, 69.9]",,,
Foul Committed,RB Leipzig,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,9cc9be64-bb52-47b3-a3e4-edfc391af7d7,00:42:52.977,"[53.1, 10.9]",,,
Foul Won,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,877f6a02-142c-41e5-a21e-c04775c73028,00:42:52.977,"[67.0, 69.2]",,,
Substitution,RB Leipzig,Jonas Hofmann,Right Center Forward,8804.0,,99340e29-181f-421c-a317-33e2db6b8c8e,00:43:17.397,,,,
Substitution,RB Leipzig,Victor Okoh Boniface,Left Center Forward,32289.0,,88fe99a7-f214-4c3c-b672-16d22fb003b1,00:43:31.930,,,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Kevin Kampl,9c362aac-3c0e-435b-9f0b-faa8680167ea,00:43:37.886,"[64.7, 69.0]","[55.9, 64.1]",10.072239,
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,5706c14d-22c9-4357-92aa-d56004932975,00:43:40.630,"[55.9, 64.1]",,,
Pass,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,Mohamed Simakan,eb6137ba-44af-4aac-8efa-43dc483ab8cb,00:43:41.165,"[56.1, 60.9]","[54.2, 41.2]",19.791412,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,9ead5fad-0b6b-405d-bec0-b29b671f580e,00:43:42.232,"[54.2, 41.2]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,b44cc69c-dfb6-4702-ac19-f561a7522a4a,00:43:42.232,"[54.2, 41.2]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Janis Blaswich,b2c9128f-3439-4897-980e-cd1843e3b624,00:43:42.723,"[52.9, 41.2]","[38.8, 38.2]",14.415617,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,ef327df0-4ad5-4aea-bbf7-7eacdd51f4e3,00:43:43.891,"[38.8, 38.2]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Junior Castello Lukeba,e0b0c154-9d09-4a81-9e95-05510e3a4968,00:43:43.891,"[39.0, 36.7]","[51.4, 14.5]",25.428331,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,6eca81b5-f5a4-4685-896d-513447d16002,00:43:45.299,"[51.4, 14.5]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,fa5182cf-1951-4e88-be24-ae0d2bcc6092,00:43:45.299,"[51.4, 14.5]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,Mohamed Simakan,0304451a-d7b2-4efb-90b4-a33c426bdb27,00:43:46.692,"[51.6, 12.8]","[47.8, 33.9]",21.43945,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,4e1025cb-c8c6-4047-80ba-0911d449d8d3,00:43:48.208,"[47.8, 33.9]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,7dde3cbf-3cbf-4681-a89b-a291cfc395f9,00:43:48.208,"[47.8, 33.9]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Kevin Kampl,8890fb22-f87f-4a75-83d1-f298170859e6,00:43:49.545,"[50.1, 36.3]","[63.6, 70.5]",36.768055,
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,d1ec2ae3-10af-445c-b299-7bf7ea686e08,00:43:51.939,"[63.6, 70.5]",,,
Carry,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,8f49ea17-1c99-41e6-8906-6cddecd8b143,00:43:51.939,"[63.6, 70.5]",,,
Pass,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,Mohamed Simakan,2bb7c4aa-0919-4585-8213-6f7bfb934e7d,00:43:54.059,"[64.4, 70.5]","[54.4, 51.5]",21.470911,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,b0df60a9-e3d9-44db-89e9-b68774c09c7d,00:43:54.999,"[54.4, 51.5]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,018ea02e-9652-44ae-bc41-89dc61a0e0c7,00:43:54.999,"[54.4, 51.5]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Benjamin Henrichs,bf02d74d-ae1b-4070-8ae7-ac2920e58738,00:43:57.636,"[61.0, 52.8]","[78.6, 59.6]",18.867962,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,53865959-d0f5-4453-b87e-b81eaa6573d6,00:43:58.332,"[78.6, 59.6]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,6c3a317e-434f-4911-901d-c729286e6e2b,00:43:58.332,"[78.6, 59.6]",,,
Miscontrol,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,6b38ec48-3158-4eae-b6f2-f7185caadacf,00:43:58.372,"[78.6, 59.6]",,,
Clearance,RB Leipzig,Robert Andrich,Center Defensive Midfield,9195.0,,0cfef636-6563-4255-8318-111e8c801998,00:44:00.233,"[32.6, 31.0]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Kevin Kampl,9fd3e37d-7446-4b5f-a66e-eacacc351185,00:44:02.048,"[70.0, 58.8]","[72.4, 79.3]",20.640009,Out
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,2ee4edfb-db72-4082-8b3a-983511a83c03,00:44:03.840,"[81.6, 72.9]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Adam Hložek,edf6824e-5fc2-409e-a733-a87b3b1bf1d5,00:44:21.719,"[51.6, 0.1]","[77.0, 5.9]",26.053791,Unknown
Ball Receipt*,Bayer Leverkusen,Adam Hložek,Right Center Forward,28239.0,,745a2096-2568-483b-bada-2408fca5307d,00:44:23.417,"[76.0, 7.0]",,,
Foul Committed,Bayer Leverkusen,Adam Hložek,Right Center Forward,28239.0,,b9648052-89b5-4d57-aa6e-76fadec8e2bc,00:44:23.540,"[76.1, 9.8]",,,
Foul Won,Bayer Leverkusen,Willi Orban,Right Center Back,8509.0,,431b2e3f-ed27-4051-ba0e-be0437bfec87,00:44:23.540,"[44.0, 70.3]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Junior Castello Lukeba,9ff680fa-5677-4a82-bd70-4aab40632bc5,00:44:30.900,"[41.6, 68.2]","[39.8, 37.6]",30.652895,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,a26d9355-d0f0-4aeb-98d5-5360f5372e3f,00:44:32.629,"[39.8, 37.6]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,40791110-f9e3-4621-bd37-2e067c14dcbe,00:44:32.629,"[39.8, 37.6]",,,
